date,plot_id,seed_density,burial_treatment,clam_code,shoot_count,length_cm_1,length_cm_2,length_cm_3,length_cm_4,length_cm_5
17-Jan-26,54,70,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,55,70,0,NA,3,2.9,7.5,6.6,NA,NA
17-Jan-26,56,70,0,NA,2,10.5,2.7,NA,NA,NA
17-Jan-26,57,80,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,58,80,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,59,80,1,NA,3,5.1,5.2,7.4,NA,NA
17-Jan-26,60,80,1,NA,2,2.3,7,NA,NA,NA
17-Jan-26,61,80,0,NA,2,4.4,4.5,NA,NA,NA
17-Jan-26,62,80,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,63,80,0,NA,1,5,NA,NA,NA,NA
17-Jan-26,64,80,0,NA,1,4.9,NA,NA,NA,NA
17-Jan-26,65,90,1,NA,7,8.6,7.8,7.5,4.5,7.4
17-Jan-26,66,90,1,NA,4,5.3,1.6,7.7,6.6,NA
17-Jan-26,67,90,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,68,90,1,NA,5,4.4,5.4,6.3,6,4.5
17-Jan-26,69,90,0,NA,1,5.1,NA,NA,NA,NA
17-Jan-26,70,90,0,NA,2,5.4,6,NA,NA,NA
17-Jan-26,71,90,0,NA,0,NA,NA,NA,NA,NA
17-Jan-26,72,90,0,NA,1,3.5,NA,NA,NA,NA
17-Jan-26,73,100,1,NA,2,4,5,NA,NA,NA
17-Jan-26,74,100,1,NA,6,5.9,6.2,6.8,4,6.6
17-Jan-26,75,100,1,NA,2,6.8,3.3,NA,NA,NA
17-Jan-26,76,100,1,NA,0,NA,NA,NA,NA,NA
17-Jan-26,77,100,0,NA,7,5.7,5.3,7.2,6.5,7.8
17-Jan-26,78,100,0,NA,4,3.5,6.4,5,5.5,NA
17-Jan-26,79,100,0,NA,2,8.6,4.2,NA,NA,NA
17-Jan-26,80,100,0,NA,2,5.8,5.6,NA,NA,NA
30-Jan-26,1,10,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,2,10,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,3,10,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,4,10,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,5,10,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,6,10,0,NA,1,6.1,NA,NA,NA,NA
30-Jan-26,7,10,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,8,10,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,9,20,1,NA,4,8,7.1,4.7,5,NA
30-Jan-26,10,20,1,NA,2,8.6,8.5,NA,NA,NA
30-Jan-26,11,20,1,NA,3,3.8,0.7,0.7,NA,NA
30-Jan-26,12,20,1,NA,1,9.1,NA,NA,NA,NA
30-Jan-26,13,20,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,14,20,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,15,20,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,16,20,0,NA,1,4,NA,NA,NA,NA
30-Jan-26,17,30,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,18,30,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,19,30,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,20,30,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,21,30,0,NA,1,5.2,NA,NA,NA,NA
30-Jan-26,22,30,0,NA,3,9.1,5.9,7,NA,NA
30-Jan-26,23,30,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,24,30,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,25,40,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,26,40,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,27,40,1,NA,2,2.3,4.4,NA,NA,NA
30-Jan-26,28,40,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,29,40,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,30,40,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,31,40,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,32,40,0,NA,1,4.2,NA,NA,NA,NA
30-Jan-26,33,50,1,NA,1,5.1,NA,NA,NA,NA
30-Jan-26,34,50,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,35,50,1,NA,3,6.8,4.1,4.4,NA,NA
30-Jan-26,36,50,1,NA,1,,NA,NA,NA,NA
30-Jan-26,37,50,0,NA,6,12,10.5,9.5,10.7,7.1
30-Jan-26,38,50,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,39,50,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,40,50,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,41,60,1,NA,7,7.9,4.6,4.3,5.4,3.2
30-Jan-26,42,60,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,43,60,1,NA,4,4,5.4,5.2,7.1,NA
30-Jan-26,44,60,1,NA,9,3.6,5.6,6.8,5,5.1
30-Jan-26,45,60,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,46,60,0,NA,4,8.2,7.5,6,5,NA
30-Jan-26,47,60,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,48,60,0,NA,3,3.1,6.8,4,NA,NA
30-Jan-26,49,70,1,NA,6,10.4,7.6,6.3,7.2,4
30-Jan-26,50,70,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,51,70,1,NA,2,5,2.2,NA,NA,NA
30-Jan-26,52,70,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,53,70,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,54,70,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,55,70,0,NA,9,11,9,10.5,8.3,9
30-Jan-26,56,70,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,57,80,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,58,80,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,59,80,1,NA,6,6.3,6,7.9,4.1,3.4
30-Jan-26,60,80,1,NA,2,8.1,1.6,NA,NA,NA
30-Jan-26,61,80,0,NA,2,6,3.1,NA,NA,NA
30-Jan-26,62,80,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,63,80,0,NA,1,6.5,NA,NA,NA,NA
30-Jan-26,64,80,0,NA,1,7.1,NA,NA,NA,NA
30-Jan-26,65,90,1,NA,8,2.5,7.1,8,8.2,5.9
30-Jan-26,66,90,1,NA,6,7,7.1,7.5,5,5.2
30-Jan-26,67,90,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,68,90,1,NA,4,5.5,6.1,3.9,4.2,NA
30-Jan-26,69,90,0,NA,4,5.5,4.7,4.3,3.6,NA
30-Jan-26,70,90,0,NA,1,6.6,NA,NA,NA,NA
30-Jan-26,71,90,0,NA,0,NA,NA,NA,NA,NA
30-Jan-26,72,90,0,NA,1,4,NA,NA,NA,NA
30-Jan-26,73,100,1,NA,4,1,10.2,4.5,2.1,NA
30-Jan-26,74,100,1,NA,6,6.2,5.7,7,5.1,3.1
30-Jan-26,75,100,1,NA,2,3.9,8,NA,NA,NA
30-Jan-26,76,100,1,NA,0,NA,NA,NA,NA,NA
30-Jan-26,77,100,0,NA,16,1,7.7,6,7.2,6.6
30-Jan-26,78,100,0,NA,5,5.6,3.2,6.1,4,3.3
30-Jan-26,79,100,0,NA,1,5.3,NA,NA,NA,NA
30-Jan-26,80,100,0,NA,2,4.9,5,NA,NA,NA
14-Feb-26,1,10,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,2,10,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,3,10,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,4,10,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,5,10,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,6,10,0,NA,2,5.6,5.5,NA,NA,NA
14-Feb-26,7,10,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,8,10,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,9,20,1,NA,4,5,3.1,3.2,5.3,NA
14-Feb-26,10,20,1,NA,1,7,NA,NA,NA,NA
14-Feb-26,11,20,1,NA,2,2.5,1.8,NA,NA,NA
14-Feb-26,12,20,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,13,20,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,14,20,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,15,20,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,16,20,0,NA,2,6,3.4,NA,NA,NA
14-Feb-26,17,30,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,18,30,1,NA,1,2,NA,NA,NA,NA
14-Feb-26,19,30,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,20,30,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,21,30,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,22,30,0,NA,4,6.9,10.2,6.4,3.9,NA
14-Feb-26,23,30,0,NA,1,1.3,NA,NA,NA,NA
14-Feb-26,24,30,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,25,40,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,26,40,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,27,40,1,NA,1,1.3,NA,NA,NA,NA
14-Feb-26,28,40,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,29,40,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,30,40,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,31,40,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,32,40,0,NA,1,5,NA,NA,NA,NA
14-Feb-26,33,50,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,34,50,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,35,50,1,NA,2,5.1,6,NA,NA,NA
14-Feb-26,36,50,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,37,50,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,38,50,0,NA,2,3.8,7.1,NA,NA,NA
14-Feb-26,39,50,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,40,50,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,41,60,1,NA,6,6.5,7.5,7.4,6.4,3.8
14-Feb-26,42,60,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,43,60,1,NA,2,6.2,6.3,NA,NA,NA
14-Feb-26,44,60,1,NA,4,4.2,5.2,6,7,NA
14-Feb-26,45,60,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,46,60,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,47,60,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,48,60,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,49,70,1,NA,5,9.2,8.5,8,4.5,4.1
14-Feb-26,50,70,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,51,70,1,NA,1,6.3,NA,NA,NA,NA
14-Feb-26,52,70,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,53,70,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,54,70,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,55,70,0,NA,3,6.8,6.4,6.9,NA,NA
14-Feb-26,56,70,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,57,80,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,58,80,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,59,80,1,NA,3,9.1,6.5,4.5,NA,NA
14-Feb-26,60,80,1,NA,1,9,NA,NA,NA,NA
14-Feb-26,61,80,0,NA,2,3.5,6.6,NA,NA,NA
14-Feb-26,62,80,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,63,80,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,64,80,0,NA,1,9,NA,NA,NA,NA
14-Feb-26,65,90,1,NA,3,4.1,3.4,4.6,NA,NA
14-Feb-26,66,90,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,67,90,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,68,90,1,NA,2,6.9,5.8,NA,NA,NA
14-Feb-26,69,90,0,NA,1,5.3,NA,NA,NA,NA
14-Feb-26,70,90,0,NA,3,3.5,7.4,3.7,NA,NA
14-Feb-26,71,90,0,NA,0,NA,NA,NA,NA,NA
14-Feb-26,72,90,0,NA,1,3.8,NA,NA,NA,NA
14-Feb-26,73,100,1,NA,7,7,4.7,5.3,6.2,8.5
14-Feb-26,74,100,1,NA,2,5,8.7,NA,NA,NA
14-Feb-26,75,100,1,NA,3,7.1,9.1,4.9,NA,NA
14-Feb-26,76,100,1,NA,0,NA,NA,NA,NA,NA
14-Feb-26,77,100,0,NA,10,11.6,7.5,8,9.7,11.2
14-Feb-26,78,100,0,NA,6,5.2,6.2,6.7,5.3,5.1
14-Feb-26,79,100,0,NA,2,5.5,6.8,NA,NA,NA
14-Feb-26,80,100,0,NA,3,5.6,6.9,6.7,NA,NA
1-Apr-26,1,10,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,2,10,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,3,10,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,4,10,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,5,10,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,6,10,0,NA,4,12.1,8.6,6.8,9.2,NA
1-Apr-26,7,10,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,8,10,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,9,20,1,NA,11,9.7,8.1,7.5,7,10.6
1-Apr-26,10,20,1,NA,6,12.1,8.2,11.2,12.4,11.5
1-Apr-26,11,20,1,NA,6,7.2,9.5,6.9,5.4,2.8
1-Apr-26,12,20,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,13,20,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,14,20,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,15,20,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,16,20,0,NA,1,8.5,NA,NA,NA,NA
1-Apr-26,17,30,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,18,30,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,19,30,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,20,30,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,21,30,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,22,30,0,NA,8,9,15,8.3,14.2,15
1-Apr-26,23,30,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,24,30,0,NA,2,4.7,9.2,NA,NA,NA
1-Apr-26,25,40,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,26,40,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,27,40,1,NA,5,5.7,7.5,13,17.1,9.1
1-Apr-26,28,40,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,29,40,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,30,40,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,31,40,0,D,0,NA,NA,NA,NA,NA
1-Apr-26,32,40,0,NA,2,4.4,6,NA,NA,NA
1-Apr-26,33,50,1,NA,1,10.1,NA,NA,NA,NA
1-Apr-26,34,50,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,35,50,1,NA,5,4.6,9.1,4.9,9.6,3.1
1-Apr-26,36,50,1,NA,4,9.3,6,6.8,8.6,NA
1-Apr-26,37,50,0,NA,7,10.9,11.9,6,6.2,13.3
1-Apr-26,38,50,0,NA,4,11,8.2,2.1,NA,NA
1-Apr-26,39,50,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,40,50,0,NA,8,10.6,13,6,5.9,13.8
1-Apr-26,41,60,1,NA,9,9.5,9.7,11.4,12.5,10.2
1-Apr-26,42,60,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,43,60,1,NA,11,9,10.6,10.7,10.4,7.1
1-Apr-26,44,60,1,NA,7,5.9,9,6,9.1,NA
1-Apr-26,45,60,0,NA,7,11.5,11.2,11.9,12.8,9
1-Apr-26,46,60,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,47,60,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,48,60,0,NA,6,6.1,10.1,6.4,13.2,4.6
1-Apr-26,49,70,1,NA,20,9,10,9.6,5.6,10.5
1-Apr-26,50,70,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,51,70,1,NA,4,19.6,9.5,12.1,11.4,NA
1-Apr-26,52,70,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,53,70,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,54,70,0,NA,6,8,11.5,5.2,16,15
1-Apr-26,55,70,0,NA,11,13.9,9.5,10.5,14.1,11.6
1-Apr-26,56,70,0,NA,3,15,12.9,14.5,NA,NA
1-Apr-26,57,80,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,58,80,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,59,80,1,NA,19,13.5,7.5,10.7,7.2,9.6
1-Apr-26,60,80,1,NA,4,10.1,5,11.8,8.1,NA
1-Apr-26,61,80,0,NA,4,12,7.2,5,12,NA
1-Apr-26,62,80,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,63,80,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,64,80,0,NA,6,12.6,11.2,9.6,10.1,5.2
1-Apr-26,65,90,1,NA,10,7.2,6.2,5.8,12.3,6.5
1-Apr-26,66,90,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,67,90,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,68,90,1,NA,11,6.5,9.3,8.3,8.9,10.2
1-Apr-26,69,90,0,NA,15,12.4,7.3,7.7,10.1,8..5
1-Apr-26,70,90,0,NA,6,7.6,11.9,9.7,11,5.9
1-Apr-26,71,90,0,NA,0,NA,NA,NA,NA,NA
1-Apr-26,72,90,0,NA,3,7.4,6.7,5.3,NA,NA
1-Apr-26,73,100,1,NA,4,10.1,7.6,8.2,NA,NA
1-Apr-26,74,100,1,NA,11,6,10.5,11.8,5.9,10.7
1-Apr-26,75,100,1,NA,8,9.1,6.2,8.6,8.8,13.1
1-Apr-26,76,100,1,NA,0,NA,NA,NA,NA,NA
1-Apr-26,77,100,0,NA,18,12.1,16.6,17.4,11,13.3
1-Apr-26,78,100,0,NA,13,13.6,12.8,12.7,8.1,10.5
1-Apr-26,79,100,0,NA,6,13.1,16.2,12.5,NA,NA
1-Apr-26,80,100,0,NA,7,11,6.5,9,NA,NA
17-Apr-26,1,10,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,2,10,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,3,10,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,4,10,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,5,10,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,6,10,0,NA,4,15,8.1,9.1,7.2,NA
17-Apr-26,7,10,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,8,10,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,9,20,1,NA,17,11.9,10.8,8.5,9.4,12.5
17-Apr-26,10,20,1,NA,10,14.2,11.5,10.6,8.1,10.7
17-Apr-26,11,20,1,NA,6,8.9,6.5,6,9.6,4.8
17-Apr-26,12,20,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,13,20,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,14,20,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,15,20,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,16,20,0,NA,1,5.5,NA,NA,NA,NA
17-Apr-26,17,30,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,18,30,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,19,30,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,20,30,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,21,30,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,22,30,0,NA,6,10.2,15.5,19.8,15,16
17-Apr-26,23,30,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,24,30,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,25,40,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,26,40,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,27,40,1,NA,7,6.5,6,11,17.1,7.9
17-Apr-26,28,40,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,29,40,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,30,40,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,31,40,0,D,0,NA,NA,NA,NA,NA
17-Apr-26,32,40,0,NA,4,13.9,7.5,3.8,7.9,NA
17-Apr-26,33,50,1,NA,3,7.5,6.6,10.4,NA,NA
17-Apr-26,34,50,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,35,50,1,NA,5,10.7,7.9,8.1,3.8,NA
17-Apr-26,36,50,1,NA,9,9.5,6.4,11.1,7.2,9.8
17-Apr-26,37,50,0,NA,11,11.8,7.7,8.7,15.3,7.9
17-Apr-26,38,50,0,NA,4,11.6,7,6.9,NA,NA
17-Apr-26,39,50,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,40,50,0,NA,4,13,1.4,NA,NA,NA
17-Apr-26,41,60,1,NA,10,13,13.9,9.6,8.3,16.1
17-Apr-26,42,60,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,43,60,1,NA,12,13.4,1,8.6,13.5,8.5
17-Apr-26,44,60,1,NA,6,10.5,10.5,3.9,NA,NA
17-Apr-26,45,60,0,NA,13,13.9,13.2,7.2,7.5,9.8
17-Apr-26,46,60,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,47,60,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,48,60,0,NA,6,6.1,12.4,9,2,NA
17-Apr-26,49,70,1,NA,25,12.4,11.5,10,12.3,9.4
17-Apr-26,50,70,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,51,70,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,52,70,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,53,70,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,54,70,0,NA,12,14.1,9.5,9.3,9.4,7.6
17-Apr-26,55,70,0,NA,18,9.5,11.2,12.7,12.8,9.6
17-Apr-26,56,70,0,NA,4,12.9,8.5,15,13.9,NA
17-Apr-26,57,80,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,58,80,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,59,80,1,NA,23,10.6,12.9,10.4,12.8,14.7
17-Apr-26,60,80,1,NA,6,12.7,6.5,7.4,NA,NA
17-Apr-26,61,80,0,NA,4,8.8,12.1,8.2,11.4,11.1
17-Apr-26,62,80,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,63,80,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,64,80,0,NA,6,12.7,11.8,10.2,12.4,8.1
17-Apr-26,65,90,1,NA,11,7,12.1,7.7,12.6,10.2
17-Apr-26,66,90,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,67,90,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,68,90,1,NA,14,9,5.8,9,5.1,8.7
17-Apr-26,69,90,0,NA,27,6,13.2,10.1,11.5,8.6
17-Apr-26,70,90,0,NA,4,13.9,8,11.5,NA,NA
17-Apr-26,71,90,0,NA,0,NA,NA,NA,NA,NA
17-Apr-26,72,90,0,NA,3,8.8,5.2,7.8,NA,NA
17-Apr-26,73,100,1,NA,6,10.2,11.1,11.2,NA,NA
17-Apr-26,74,100,1,NA,12,8.1,10.4,14,12.8,12.2
17-Apr-26,75,100,1,NA,7,9.8,15.2,11.1,9.2,10.5
17-Apr-26,76,100,1,NA,0,NA,NA,NA,NA,NA
17-Apr-26,77,100,0,NA,12,6.1,12.5,NA,NA,NA
17-Apr-26,78,100,0,NA,10,13.1,16.9,9.4,18.7,18
17-Apr-26,79,100,0,NA,5,10.6,19.6,NA,NA,NA
17-Apr-26,80,100,0,NA,6,7.4,13.6,NA,NA,NA
